,Word,Count
10085,countryProclamation,1
10084,prisoner,1
10083,timego,1
10076,1996global,1
10074,TrumpEconomic,1
10073,CSPANConversation,1
10137,underlying,1
10138,arabiangolftv,1
10140,damacproperties,1
10161,httptcox4if2jatZa01132015,1
10179,DaltonRoss01132015,1
10178,ew,1
10177,httptcoWtBjUyWPhr,1
10175,ClientNBCApprentice,1
10174,"1811102258false555064525314347009
Twitter",1
10173,httptcoxossBgxzTd01132015,1
10171,"1849211426false555074136150925313
InstagramCelebApprentice",1
10170,DailyMailCeleb01132015,1
10169,httptcoGCz1z0XxqB,1
10168,ofMissUniverse,1
10165,TeganMartin,1
10164,buddy,1
10162,"2120081117false555112079980785666
Twitter",1
10160,firingsTrump,1
10143,httptcolezbqC5dhh01142015,1
10158,wThomasARoberts,1
10157,waytooearly,1
10156,ClientICYMI,1
10155,"2204201533false555123205568876544
Twitter",1
10154,photos01132015,1
10153,httptco6Vf0rgkZmM,1
10152,"2231503958false555130124480176129
Twitter",1
10151,httptcoXOEi6MH1Te01132015,1
10150,AntiTerror,1
10149,Snubbing,1
10147,Torched,1
10145,beforeitsnews,1
10144,"0757503044false555272566231662592
Twitter",1
10290,charlatan,1
10291,bosss,1
10293,Democratsboth,1
10423,Lexington,1
10480,UncleJimbo,1
10479,jelous,1
10478,JamesMattiske,1
10476,NurseRichRange,1
10475,bestshow,1
10473,mba,1
10472,kg08tj,1
10469,pbsgwen,1
10468,WBUR,1
10467,laurencetribe,1
10466,TruBluMajority,1
10465,Alkiwaves,1
10464,httptcoBHWKpJeWqo,1
10462,httptcopt4JrevifH,1
10459,tfore4,1
10450,Kennel,1
10447,CashMoneyBonas,1
10444,Aided,1
10443,Ally,1
10441,Indians,1
10440,Braves,1
10439,Theyd,1
10436,fogslifting,1
10435,AndroidMimiLaReina,1
10434,"1246471015false387559699983630336
Twitter",1
10433,realDonaldTrump10082013,1
10432,Cityscape,1
10428,LEE,1
10425,httpstcoupAo2eDDVB,1
10481,JerryNadler,1
10484,opinionMeet85,1
10489,DLEagency,1
10527,costsharing,1
10557,allthanks,1
10555,JohnG500,1
10554,httptcoX45YRQNE,1
10548,CatheMazanowicz,1
10547,doneand,1
10544,Webber,1
10542,Dolly,1
10538,IDollyLenz,1
10537,nastyWhat,1
10534,Capitals,1
10532,ProLife,1
10529,Roe,1
10528,IraqTimeToGetTough,1
10526,hammering,1
10491,hockeybrenna13,1
10525,O85,1
10521,landscape,1
10517,RMMMBtuGirl,1
10516,httpstcoEVAeSwA8oV,1
10515,ensuring,1
10514,recommit,1
10510,educators,1
10508,locals,1
10505,Cookvol,1
10501,touting,1
10500,httptcotpKJKCQh,1
10499,glow,1
10493,Showwhat,1
10424,CarolinaTrump2016,1
10422,AMEN,1
10299,httptcoRCEvKfRo,1
10421,guthriekelley,1
10359,TWEETSHOLY,1
10358,COMES,1
10355,MSJACKIEWOW,1
10354,httptcoP1HBYFh0,1
10353,hat85,1
10351,Supercommittee,1
10349,BIASED,1
10348,NATIONALLY,1
10346,NEAR,1
10340,JPMORGAN2016,1
10339,jeffgonyea,1
10338,salesman,1
10337,prof,1
10336,AndroidSonnyjr66,1
10335,"0326311413false373285578659598336
Twitter",1
10334,wrong08302013,1
10333,trumptuesdays,1
10332,ChrisFornari,1
10331,httptcoVHGhMNFau2,1
10330,EdTibbetts,1
10329,qctimes,1
10322,Elegance,1
10320,cotyybaby,1
10318,httptcoqezWONTCcE,1
10309,Eamyoncanoe,1
10303,hissy,1
10302,JohnLegeres,1
10301,TMobileHelp,1
10300,tornadopain,1
10360,SHT,1
10361,UR,1
10362,TWEET,1
10394,httptcoZ3vnhC8qDa,1
10417,uc0u9785,1
10416,brizzzzzle,1
10415,declines,1
10412,CNNORC,1
10411,aduanebrown,1
10410,Androidjoeynemati,1
10409,"1253573673false528892770644393985
Twitter",1
10408,doing11022014,1
10406,PropertyJustice,1
10404,httptcorfEE86Mbbp,1
10399,plaintiff,1
10398,axe,1
10395,KyleSBaxter,1
10391,TheStreet,1
10363,MASTERGREAT,1
10390,markpryceagee,1
10389,gramma421,1
10387,RAT,1
10382,GovernorKayIvey,1
10378,httptcoUxdq4bf30K,1
10376,ETonlineAlert,1
10373,MJP1370,1
10372,Bertoldo1269,1
10371,httptcoDmHYKHOJVd,1
10369,LeviWork,1
10368,LeviThompson93,1
10365,"0300442857false590349420052541440
Twitter",1
10364,JOB04212015,1
11118,accumulation,1
11124,knockouta0,1
10068,RELEASED,1
11856,OCAmericans,1
11850,Mom88,1
11848,JoeWeissnmb,1
11847,audited,1
11845,rating85,1
11836,skyrocketingstop,1
11834,tourismElectric,1
11833,WonAnd,1
11831,Coppola,1
11829,Scorsese,1
11828,JamieScoins,1
11821,httptco41G77ICP,1
11818,maleki,1
11815,natureDonald,1
11814,CORRECT,1
11812,NON,1
11810,frightens,1
11809,LadySandersfarm,1
11808,TitanicQueen,1
11807,scottlara1961,1
11806,bandits,1
11805,GROUPS,1
11802,payed,1
11800,silenced,1
11799,Androidthetylerjames9,1
11798,"1309099061939false668053536568160256
Twitter",1
11797,too11212015,1
11792,jaazee1,1
11790,GreenSkyDeb,1
11789,MetalMadSean,1
11853,daveyh,1
11857,Great05112013,1
11637,Greeces,1
11858,"025515717false333052656211877890
Twitter",1
11903,"2115261926false313760581494644736
Twitter",1
11902,Thanks03182013,1
11901,LynchZC,1
11899,httptcoCmDQ20a2,1
11898,300B,1
11897,unannounced,1
11893,Antarctica,1
11891,ricd384,1
11887,skinny,1
11885,wrongs,1
11884,correcting,1
11881,Androidgrtblankenship,1
11880,"10410321false332807491895308288
Twitter",1
11879,thanks05102013,1
11878,Androidfeksbaby,1
11877,"145002351181false332870147847114753
Twitter",1
11876,grow05102013,1
11873,ClientWhether,1
11872,"1537553810false332882197533044737
Twitter",1
11871,httptcotdOdxZW6bE05102013,1
11870,pit,1
11869,bottomless,1
11868,ClientNo,1
11867,"192248477257false332938792849784833
Twitter",1
11866,Einstein05102013,1
11865,"0248197253false333050909447815168
Twitter",1
11864,easy05112013,1
11863,moneytoo,1
11859,AndroidLeightweight,1
11787,httptcoAdV6ruj3,1
11785,JarrodRyanZA,1
11783,ChayalimBodedim,1
11782,lp084,1
11693,THANKS03222013,1
11691,yassinomar,1
11690,httptcobb9GWDU,1
11689,Runner,1
11687,httptcoeT64Xhb,1
11685,httptcoU404zZun6v,1
11683,TylerClodfelter,1
11682,Dishonesty,1
11681,Deadline,1
11679,Prove,1
11677,DripDrop,1
11675,MrsJRobbins,1
11674,httptcoPuYQl4CRg3,1
11673,Became,1
11671,900Billion,1
11669,httptcoHXsveYBa,1
11665,PAID,1
11664,EXPECT,1
11662,PESSIMIST,1
11660,BORROW,1
11657,httptcoawVySScDfr,1
11654,Conway,1
11652,"happe
f1",1
11651,atroxell,1
11650,donaldtrumprocks,1
11649,TheStangShow,1
11648,Ohio85,1
11646,gamereally,1
11643,httptcokVgkaCuO,1
11694,"2319153117false315241289715175424
Twitter",1
11695,AndroidCTrain,1
11699,Summ85,1
11742,httptcoTJM5NNVT,1
11779,Ryalsflair,1
11768,gqforbes,1
11767,Kids123Nicholas,1
11766,getreal1234,1
11762,RAISING,1
11761,httpstcotYlBABg4JF,1
11754,bighead,1
11753,Heraldos,1
11752,pointing,1
11750,likable,1
11748,DanaDelikat,1
11747,httpstcoWSVmdI8vfZ,1
11746,Trump2016NewYorkValues,1
11739,countryTell,1
11702,CongressionalGoldMedal,1
11733,SuffolkUSA,1
11729,HolzMDK,1
11726,Premiere,1
11723,CRAZYStupid,1
11721,await,1
11716,Mik85,1
11713,visible,1
11710,rioters,1
11709,seeand,1
11708,SheltonFL,1
11707,Bobbyukip,1
11706,deluxeboss,1
11704,PRsorry,1
11904,ClientLeverage,1
11905,Deal03182013,1
11906,"210640262126false313758374900682752
Twitter",1
12034,RESPECT11232014,1
12094,AndroidIR7DJ2,1
12093,"0156051330false495025142322692096
Twitter",1
12092,beautiful08012014,1
12086,Difficulties,1
12082,weeksairs,1
12080,setthe,1
12079,THeCelebrityApprentice,1
12078,Jaybaby63,1
12077,BYEBYE,1
12073,Clone,1
12072,Cordray,1
12068,httptcotlQwYIIKIP,1
12066,JennaLeigh,1
12065,WarriorsObama,1
12064,LianneOnLife,1
12061,GiamattiJenna,1
12058,HowieCarrShow,1
12056,httptco7Es4VubI,1
12055,booklet,1
12052,SureBarackObamas,1
12046,AndroidToddRiddolls,1
12045,"1259387318false350599370120511488
Twitter",1
12044,WashingtonDCTea06282013,1
12043,httptcoJJ4bjbjZ0J,1
12042,Infuriating,1
12041,TeaPartyHub,1
12040,TrumpPalin,1
12039,Civilization,1
12036,Androidrussiannavyblog,1
12097,WarriorDave,1
12098,photomateme,1
12099,CGXs,1
12122,2014Oscars,1
12143,httptcoB2Dh5qt3,1
12139,SarahBeth1020,1
12138,jschwab2,1
12137,oligarch,1
12136,extensive,1
12134,RothsteinTravis,1
12132,HillaryForPrison2016,1
12131,WilliamESammon1,1
12130,EdKlein,1
12129,brandi,1
12128,Androidgillibean8514,1
12127,"0815191222false555276963103789056
Twitter",1
12126,run01142015,1
12121,viclillo,1
12100,Airmaxs,1
12120,Carli,1
12118,httptcorFzb4VqU,1
12117,Unlucky,1
12116,happyand,1
12115,oparinde,1
12114,JoshThanks,1
12113,JoshBeaupre,1
12111,SenatorJeffSessions,1
12110,KathyCeurter,1
12109,httptcoF5ojlNajbQ,1
12104,AndroidJDCorbinPM,1
12103,"01551596163false602291740113039361
Twitter",1
12102,Trump05242015,1
12035,"230311822false536656234469150720
Twitter",1
12033,was14,1
11910,Sex,1
12031,dudum234,1
11962,LarryRobertWyat,1
11961,httptconhFEbOs73Y,1
11956,metskins10,1
11946,SamKotowski,1
11945,99or1youdecide,1
11943,RealEstate,1
11942,PatrickWeeks,1
11941,LydiaPearman,1
11940,httptcogGM0aOLIZu,1
11939,realitytvworld,1
11938,"20170919175false313745912906276865
Twitter",1
11937,unprofessional03182013,1
11934,11TH,1
11933,3135,1
11931,"2018304515false313746254502957056
Twitter",1
11930,series03182013,1
11926,seeds,1
11925,Conferences,1
11923,Clientdallasmavs,1
11922,"2034121511false313750202450329600
Twitter",1
11921,sharp03182013,1
11920,httptcoQHnym5AjPG,1
11919,jameshohmann,1
11917,"205918176101false313756518631747584
Twitter",1
11916,Mayor03182013,1
11915,deviant,1
11913,"205923381464false313756542405066752
Twitter",1
11912,instead03182013,1
11911,Offender,1
11963,negotiatorwe,1
11967,EmpireofSocial,1
11969,Tiramis81858117,1
12006,PLAIN,1
12027,heavytruck,1
12026,relocating,1
12023,Letstalkbusiness,1
12021,elizwatkins,1
12017,cindylestrada,1
12016,BetsyTabor,1
12015,Texan,1
12013,71st,1
12012,bpeazy42,1
12011,enjorgetamez,1
12010,frankdimauro,1
12009,realDonaldTrumpa0for,1
12008,SENSE,1
12005,interpid,1
11970,Wowthanks,1
12003,BRUTAL,1
11999,frankadgpr,1
11998,MarySmi59722224,1
11996,BobBursey,1
11990,exider2010,1
11987,wells,1
11986,Safari,1
11984,Bc,1
11980,httptcoITiDQOj1,1
11977,roommates,1
11975,Wikipedia,1
11973,consumed,1
11972,httptco01OoawRJ,1
11641,jason239,1
11636,Insanity,1
11125,Sunflowers362,1
11326,AntonioGuterres,1
11324,xxx,1
11319,AndroidMatthewHawilo,1
11318,"220812219false391324864940105729
Twitter",1
11317,problem10182013,1
11316,CheifSoda,1
11315,colorful,1
11314,reread,1
11313,lukemckinney,1
11312,gileshenley,1
11309,itThey,1
11308,middleclass,1
11305,womans,1
11302,nytimesapologized,1
11301,henceFake,1
11300,antiTrumpThe,1
11299,fears,1
11298,bobbybnews,1
11297,TeaAlliance,1
11296,httptcoOGe0lri0f9,1
11292,AndroidJustinRose99,1
11291,"2336577481false487017594713427970
Twitter",1
11290,lucky07092014,1
11289,smoked,1
11286,awlove4ever,1
11285,reassigned,1
11283,gretawires,1
11280,StaminaI,1
11276,happyshes,1
11274,terryvanburen,1
11325,UNSecretaryGeneral,1
11327,stevesipress,1
11635,cisrabbit,1
11328,will07022014,1
11390,swornin,1
11386,pumps,1
11385,MSKIBBS1,1
11383,httptcoBP0IPDxq,1
11382,httptcow1jZHVnL,1
11381,wSteveMTalk,1
11379,grossing,1
11375,straitblazin,1
11372,JohnJamesMI,1
11364,AndroidSlider6294NRO,1
11363,"0228051555false590341204891537410
Twitter",1
11362,dammit04212015,1
11360,1smltwngrl,1
11358,employs,1
11357,jimlockwoodshow,1
11356,stevenlas,1
11355,conservmatt,1
11353,Thanksa,1
11352,Santini1014,1
11351,httptcouF5F0FbwGd,1
11349,httpstcoRhblAXkNPw,1
11347,johnborntoride,1
11343,httptcoiJ01Jh0,1
11342,httptcouNdO1kRfus,1
11341,Benefiting,1
11334,Huffpost,1
11332,Ax,1
11330,Androidjennaw,1
11329,"0252485376false484167778878771201
Twitter",1
11265,Androidbeckagill,1
11264,"1156151937false523080042507927552
Twitter",1
11263,gored10172014,1
11260,manalways,1
11182,Albuquerque,1
11181,AndroidMarkFleming22,1
11180,"121354515false549538800914157569
Twitter",1
11179,minutes12292014,1
11178,Androidfoxandfriends,1
11177,"122714719false549542153471688705
Twitter",1
11176,DoubleTrump12292014,1
11173,Quantico,1
11172,graduating,1
11170,scraper,1
11169,ashleyheerding,1
11167,overflowing,1
11166,httptcoIEzjd4xLft,1
11162,dreamers,1
11161,visions,1
11159,armandiam,1
11158,egrenaamahah,1
11155,ajbruno14,1
11150,showa,1
11143,vinces,1
11141,aakash4cesc,1
11139,AndroidLordeErc,1
11138,"132613824false481065694356709378
Twitter",1
11137,man06232014,1
11136,voteWe,1
11135,MorganssCool,1
11131,httptcoxemmzS0trA,1
11130,jamesartherton,1
11126,sleepless,1
11183,DrainTheSwampWatch,1
11186,fromand,1
11188,dpdax,1
11226,ASLEEP,1
11259,donchymes,1
11258,JaronAnthony,1
11257,BillWhiteNY,1
11254,skate,1
11251,DON,1
11249,u56836,1
11248,"marketin
f1",1
11242,Presidentbut,1
11240,Flattering,1
11239,Timesnot,1
11233,kingofthedeal,1
11229,MichaelOpitz,1
11228,conventions,1
11225,Asleep,1
11189,tomeitel,1
11222,oralobgyn,1
11220,resplatt123,1
11218,labels,1
11217,Surely,1
11214,jonygitar,1
11213,Jumpman23,1
11205,comfortable85,1
11203,MakeAWish,1
11200,Colenevery,1
11199,ColeneChia116,1
11197,Associates,1
11196,Arrests,1
11190,MattAdamsFoL,1
11391,Pence85,1
11392,Gmandunkley,1
11393,spare,1
11507,Soldier,1
11570,eraser,1
11569,strokes,1
11568,"20125588162false573939334006571008
Twitter",1
11567,Nicklaus03062015,1
11565,sportsmanship,1
11564,ClientGolf,1
11563,"0200084784false574026715023933442
Twitter",1
11562,TrumpforPresident03072015,1
11561,"uc0u9996
f0",1
11560,"triumph
f4",1
11558,"is
f6",1
11553,KilmeadeReally,1
11552,frontsYour,1
11551,AndroidRogerLMenard,1
11550,"020913104false324706150077591552
Twitter",1
11549,great04182013,1
11547,weakened,1
11543,mosscreativemediagroup,1
11542,XoSM,1
11541,smoss319,1
11539,httptcox93J9wAEQV,1
11534,DouglasSeacat1,1
11532,kaplunm,1
11527,DELETED,1
11525,httptcoQ3ONewMKKG,1
11522,STAMINA,1
11517,endureand,1
11515,flailing,1
11514,httptcoY4YWQRBuLj,1
11571,Palmer03062015,1
11572,"183458132192false573914684434300929
Twitter",1
11575,Player03062015,1
11599,travistemple,1
11631,tjtotty,1
11630,RandyTotty,1
11629,falsify,1
11626,dhtherex,1
11620,httptcoeFgd00dZQO,1
11618,afternoons,1
11615,Avoid,1
11613,Advisers,1
11612,httptcobzfg6jLZbT,1
11607,othersto,1
11603,httpstcoOoQAAKWUUq,1
11601,Waterbury,1
11600,httptco2axwZaacCI,1
11598,killingsemails,1
11576,"173137440419false573898744632115202
Twitter",1
11597,witha,1
11596,RockShannon108,1
11595,marcaputo,1
11592,FlaGovScott,1
11591,httpstcoPJECpbmkSE,1
11590,viewers85thats,1
11589,252M,1
11588,wGStephanopoulos,1
11586,bludgeoning,1
11583,httptco9tbDgl9l,1
11582,LouFerrigno,1
11580,complimentI,1
11577,Clientlaloquita,1
11510,NYClights420,1
11506,WWP,1
11394,mopo55,1
11502,JordanManhas,1
11448,Geist,1
11446,Uncomfortable,1
11441,Chinesetremendous,1
11440,shackles,1
11439,detain,1
11433,thorough,1
11432,Raddmom,1
11431,drunkrhino,1
11430,RepealAndReplace,1
11429,Spiral,1
11427,Aetna,1
11426,Debates2085,1
11425,DOCS,1
11423,ORDERED,1
11422,RICE,1
11418,HenryLeledog,1
11417,RyanSeven,1
11416,salesmen,1
11415,cats,1
11414,Androidrjdicksii,1
11413,"0119125652266false654104131846729728
Twitter",1
11412,comments10142015,1
11410,KOsbornSullivan,1
11408,congratulationshave,1
11406,Annies,1
11405,Daines,1
11404,httptcolXPVsOpadu,1
11399,outhe,1
11398,httptco8vOlwbw0iH,1
11449,mockingly,1
11450,smiles,1
11451,httptco6sLubEQyll,1
11478,WowFamily,1
11500,Carteresque,1
11499,yesterdaypathetic,1
11498,wesbart53,1
11496,loyala,1
11495,guyamp,1
11494,thispiersmorgan,1
11493,Logan,1
11492,lfoshie,1
11491,httptcoHLCYGmiBKB,1
11490,Oxygen,1
11489,AKOYA,1
11482,modest,1
11481,disagreeI,1
11477,REVOKED,1
11453,countryto,1
11474,Dennard,1
11471,PARISDENNARD,1
11469,unglued,1
11468,Mudd,1
11467,Phillip,1
11463,GeorgiaSuperTuesday,1
11462,lowyou,1
11461,lauralynn1955,1
11460,RatingThats,1
11458,MattOmell,1
11457,httpstco32gdX684ew,1
11455,engineers,1
11454,Silicon,1
10071,jakemurray32,1
10065,ronsonlocke,1
7616,ddrocks777,1
8533,tazracet,1
8526,banksbut,1
8516,nightwill,1
8511,dallascowboys,1
8510,httptcoOt06krvMQg,1
8504,attire,1
8497,hairs,1
8496,DennisRodmans,1
8489,apalmerdc,1
8486,mikiebarb,1
8485,CNJohansens,1
8484,kerps80,1
8480,McGraw,1
8475,httptcoZDxsOxiTim,1
8472,HudsonMOD,1
8466,shipping,1
8464,parcel,1
8463,PO,1
8458,locks,1
8457,AndroidAntonioAnnesi,1
8456,"0210051643false589249511714902016
Twitter",1
8455,panel04182015,1
8431,mwood79,1
8430,DESERVE,1
8429,PUTIN,1
8428,TIES,1
8425,JPJAC,1
8424,httptco9b4Fbu7GDy,1
8423,postSaddam,1
8420,BrandonGrip,1
8528,httptcoRr9pBzid,1
8535,KnoxyDiane,1
8266,curiosity,1
8537,httptcof53pYRgUM1,1
8588,wVinceMcMahon,1
8585,vaca,1
8584,jvickersdc,1
8583,dblack15nc,1
8582,httptcob99NeILc5z,1
8581,deployed,1
8580,sail,1
8579,majestic,1
8578,sleek,1
8575,httpstcoEOCLoJJ24B,1
8573,VAST,1
8569,worstThey,1
8568,DailyRecord,1
8567,httptco9zLfXM3U4B,1
8565,Prestwick,1
8564,Ryanair,1
8558,httptcoZHdfNN5k,1
8557,httptco8zmnZgLr,1
8555,TMobileUK,1
8554,EE,1
8553,LRT,1
8552,realliamager,1
8551,Stability,1
8550,Regional,1
8544,Sovereignty,1
8541,BarnesandNoblecom,1
8540,Trumpative,1
8539,dayswe,1
8538,httpstcoOeAoA0sLfx,1
8418,ArmaniG,1
8414,TD,1
8411,drewbrees,1
8410,"u56837
f0",1
8353,Minimizing,1
8352,happyjack225,1
8351,EdwinRo47796972,1
8350,iLoveiDevices,1
8349,MrTonyRoberts1,1
8348,httptcov6WnQaSX,1
8347,Pravda,1
8345,Soviet,1
8344,PeriodPride,1
8338,MollyCBraswell,1
8337,Doctrine,1
8336,Fairness,1
8335,neutrality,1
8334,Net,1
8329,BLESSINGS,1
8328,MATCH,1
8312,TBIArmyWife,1
8310,DoreenHunns,1
8309,KryssiTooCool18,1
8300,httptcoGVZ8Ao3SI8,1
8298,IowaGOP,1
8293,snipping,1
8287,httptcoCpDo1mPaHm,1
8286,Gem,1
8283,Adversity,1
8279,ZacharyZermay,1
8274,trumpcard,1
8273,trumpisawesome,1
8272,cuntry,1
8355,crucialOnly,1
8356,that01052016,1
8357,"03391110493225false684217554861199360
Twitter",1
8389,"brand
f1",1
8409,"ballot
f1",1
8408,forkin,1
8406,eflaves,1
8404,Androidmandem3,1
8403,"22480769false381912825746444288
Twitter",1
8402,hotel09222013,1
8401,OUTSTANDING,1
8400,KrissyGasbarre,1
8398,therePres,1
8397,halfway,1
8396,ISAACYASS,1
8393,flashback,1
8391,alexiskrystina,1
8388,TRUEQUE02,1
8358,AndroidSalRiccobono,1
8387,Androiduf9606084212012,1
8386,"1033032559false536467456425222144
Twitter",1
8385,are11232014,1
8382,tristanmf,1
8380,clarification,1
8376,MSSNG,1
8375,mssng,1
8374,AutismSpeaks,1
8371,httptcohlregvFFJc,1
8367,Separating,1
8366,httptcoGCGBPHrTiB,1
8360,Domc73,1
8359,troyconway,1
8589,winner12262014,1
8590,"1037391431false548427415463399424
Twitter",1
8591,AndroidSukhyJaveed,1
8710,Huxley,1
8780,CaroleCJF,1
8778,etched,1
8776,stitched,1
8772,1MuskyHunter,1
8771,plot,1
8769,fades,1
8766,DISRESPECT,1
8762,AndroidFaceTheNation,1
8761,"12162821497949false716600252934041601
Twitter",1
8760,Enjoy04032016,1
8756,"13373724398049false716620675071537152
Twitter",1
8755,JOKE04032016,1
8754,Medias,1
8753,00,1
8750,weekbut,1
8748,Wheels155CNN,1
8746,fiascos,1
8745,httptcoPlhYDjwPKA,1
8742,about85,1
8741,Jaguar11d,1
8739,EbolaThey,1
8738,MakingTrevenue,1
8732,knee,1
8731,httpstco9Hd6dRcojF,1
8727,oratorliar,1
8726,giatny,1
8725,TheJeffH,1
8721,linclonone,1
8713,Causa,1
8782,playazball,1
8785,httptcoZAYbGq0RUe,1
8786,hiang3l,1
8832,TREETED,1
8872,httptcoVd9FaOVcjr,1
8871,Matters,1
8868,TOTALITARIANS,1
8867,BATTLES,1
8865,verse,1
8862,Bangladesh,1
8857,redvetttes,1
8854,73O,1
8849,httpstcoHyIPPm4Q7b,1
8847,Initiative,1
8836,Androidwinkiechance,1
8835,"011710360968false628011696230166528
Twitter",1
8834,kissers08032015,1
8826,prezplease,1
8787,Formula,1
8825,larkindotty,1
8822,Everybodys,1
8819,httptcoqae9jpzZ,1
8817,8thbecause,1
8816,Perez,1
8807,httptcoOnB8qwHl,1
8806,bridge85,1
8803,EstablishmentThey,1
8802,DavidFoody,1
8800,debatenight,1
8798,Irresponsible,1
8797,jhayman2,1
8796,httptcoYyAajZiG4Q,1
8712,Honoris,1
8709,Aldous,1
8592,mentoring,1
8707,Journalhttpbitlyc9eZbq,1
8641,"1959081033false546032002437513216
Twitter",1
8640,httptcoTJlwPJ891H12192014,1
8638,ClientFlashbackFriday,1
8637,"200208261307false546032755013079040
Twitter",1
8636,trend12192014,1
8635,legalized,1
8633,ClientRomney,1
8632,"201009326338false546034771798020096
Twitter",1
8631,Disney12192014,1
8629,"2024441630false546038445442097153
Twitter",1
8628,httptcohnB4dNMm9T12192014,1
8625,"210548477514false546048780106489856
Twitter",1
8624,Big12192014,1
8619,"0250342466false546135541260238848
Twitter",1
8618,Trump201612202014,1
8617,presidentHe,1
8616,SavannahMcPeek,1
8615,betas,1
8614,Alpha,1
8612,MeOnAJourney,1
8611,BarriMedia,1
8610,Kredo0,1
8609,httptcozDbXgxbI5R,1
8600,AndroidAdw5Weber,1
8599,"0041181220false355849379707494401
Twitter",1
8598,T07132013,1
8597,TTmilano,1
8596,BizServicesInc,1
8595,tweeters,1
8644,insanity,1
8646,result12192014,1
8647,"194537261360false546028597719597057
Twitter",1
8685,willweatherfords,1
8706,Trumpa,1
8705,Shots,1
8703,JakfromBk,1
8702,httptcoFVjMy4moUq,1
8701,ErinatTheSun,1
8700,baltimoresun,1
8696,Hamasled,1
8693,stats,1
8691,Cpac,1
8690,rantanrave,1
8689,Floridanothing,1
8688,gambling,1
8687,dimming,1
8684,stealer,1
8650,tyrants,1
8683,premiers,1
8680,rmt834,1
8671,25772342,1
8670,603331392,1
8668,18959495168,1
8664,LenaEpstein,1
8660,ClientSeeCLyde1,1
8659,"1927163647false546023981795778561
Twitter",1
8658,httptcoJf3ywmViP212192014,1
8657,"193042539511false546024843645550592
Twitter",1
8656,cops12192014,1
8652,"193840252264false546026851647627265
Twitter",1
8651,security12192014,1
8269,intros,1
8265,danrpriest,1
8875,TrumpRulesThanks,1
7852,defeatism,1
7850,Patrick0215,1
7848,4realGreat,1
7847,gtgtgt,1
7846,Ynberg,1
7840,BenjamineEm,1
7838,hennesseykyle,1
7835,170000,1
7833,Beating,1
7832,196000,1
7828,CarltonCountry,1
7821,httptcoAC2vYQckGz,1
7817,Battle,1
7816,Bossie,1
7814,envisioned,1
7813,Cfwaye,1
7812,httptcoe92WHIBCBj,1
7811,donepolitics,1
7810,MikeLoyaCenter,1
7805,Physical,1
7802,redcross,1
7801,OKC,1
7797,Androidlildarling928,1
7796,"0639563132false336733078057799680
Twitter",1
7795,TraceAdkins05212013,1
7792,Charities,1
7791,CelebApp,1
7790,BoydDee,1
7789,httptcoVNloY1WK,1
7787,Squawk,1
7851,Thatsalrighty,1
7855,httptcoPaAIZCxUXA,1
8263,mansioncompound,1
7864,recheck,1
7925,buzzing,1
7920,darrenkellytv,1
7919,greatagain,1
7917,"07083467false368630413742194688
Twitter",1
7916,core08172013,1
7913,WantDDUBLovin,1
7907,Sarina,1
7905,bcoalition,1
7904,Jassisidhu,1
7903,SCOTTHALLNWO,1
7902,RED931FM,1
7901,BenCooner,1
7900,yourselfAwesome,1
7896,AndroidKaburuOle,1
7895,"0557461916false393617358734249984
Twitter",1
7894,true10252013,1
7892,sundayhorse,1
7891,RAISE,1
7883,PMIsrael,1
7881,httptcoxEwmLwdh,1
7875,shortage,1
7874,thered,1
7873,Desert,1
7872,Sahara,1
7871,calisunandsurf,1
7870,httptco3OkinZBggi,1
7868,bfree3423,1
7866,Chinajust,1
7865,DavidHerjavec,1
7784,mows,1
7781,Fears,1
7780,collector,1
7777,perv,1
7689,Marissa,1
7686,boxer,1
7683,part85,1
7678,httptconHRFTsJd,1
7672,WhiteShaunwhite,1
7671,Androidabdulmalikm103,1
7670,"110106817false480666785549541376
Twitter",1
7669,506222014,1
7667,BROONEYBROONEY,1
7665,sparklebutt1947,1
7664,southtguy,1
7663,bolst85,1
7659,PROJECT,1
7658,INTEGRITY,1
7656,ChuckRossDC,1
7654,httptcoHjzp9noi,1
7653,DOUBLED,1
7650,SpotOTEA,1
7649,DallasPD,1
7645,johnjcarp61,1
7641,jj10471,1
7640,httptcoeNgkidCD,1
7637,8010bn,1
7635,Cyprus,1
7633,Knoweside,1
7631,windturbines,1
7629,RWDF1,1
7627,ACUConservative,1
7626,httptcondY373ljGA,1
7690,Mayer,1
7692,httptco1SPTPRyFcT,1
7693,HuffPostSmBiz,1
7741,mystikangel,1
7776,aide,1
7768,rezarezvani,1
7766,Named,1
7765,bbeltku,1
7764,httptco36jVpRC2oH,1
7761,a3250million,1
7760,ScotlandNow,1
7759,KatrinaCampins,1
7758,lovittmarisa,1
7757,Afghanistant,1
7755,tidbits,1
7750,Figlo7,1
7746,SenatorSessionsLIVE85,1
7739,Brandy,1
7694,accurateif,1
7738,GLN,1
7737,GenaLeeNolin,1
7736,httpstcoKvF54CwomW,1
7723,CarolynGoltman,1
7721,collusionAnd,1
7719,persecuted,1
7717,infringed,1
7711,MaryEnglish67,1
7710,controlledhttptcoKA0LvfFJfM,1
7704,todayfool,1
7701,Kulwin,1
7699,RandyRolph,1
7698,httptcoHFw1bcye,1
7927,GolfTrump,1
7929,httptcozmF8WOaq,1
7930,financeturd,1
8091,Reply,1
8180,httpstco4OaXXuj9Va,1
